##LAMMPS data file generated by Mdconfig.x
  10000  atoms
  4  atom types
  0.0   52.977299  xlo xhi
  0.0   52.977299  ylo yhi
  0.0   52.977299  zlo zhi
  0.0 0.0 0.0 xy xz yz

Atoms

     1    1     2.400   22.329933   42.977837   23.839785
     2    1     2.400   42.395084   11.588785   12.303978
     3    1     2.400   19.310226   40.699814   20.051908
     4    1     2.400   34.580933   43.732761    6.410254
     5    1     2.400   36.461628    8.237970   12.025847
     6    1     2.400   45.600212   36.554340   16.290520
     7    1     2.400    1.297944    3.258104    1.602563
     8    1     2.400   42.885124    9.522670    0.953591
     9    1     2.400    7.893618   11.072256    8.913431
    10    1     2.400   10.873591   34.647156   14.343604
    11    1     2.400    0.291375   11.284165   32.170467
    12    1     2.400   22.647797   38.368809   12.661574
    13    1     2.400   31.534739    8.357169   39.944885
    14    1     2.400   37.852280   47.838505    5.575861
    15    1     2.400    7.469799   27.495220    7.893618
    16    1     2.400   47.719303   35.190170   19.535379
    17    1     2.400   12.635086   52.500507    2.609132
    18    1     2.400    9.774312   47.706062   43.057301
    19    1     2.400   25.601280   22.700773   41.891800
    20    1     2.400    9.244539   20.091642   31.998291
    21    1     2.400   52.248863   21.786915    6.277811
    22    1     2.400   27.760107   22.488865   14.926355
    23    1     2.400   43.666542   11.151722   51.705849
    24    1     2.400   48.341785   29.601067   44.553909
    25    1     2.400   15.270706   32.700237   52.222374
    26    1     2.400   26.819759   41.057407   24.740398
    27    1     2.400   44.143337   47.229263   38.819118
    28    1     2.400   37.454952   40.633591   27.866060
    29    1     2.400   19.204271    3.138905   42.580505
    30    1     2.400   41.282562   49.202667   16.356741
    31    1     2.400    3.960053   30.475193   13.363524
    32    1     2.400   23.866274   25.349638   12.939706
    33    1     2.400   42.792416   19.071829   24.541735
    34    1     2.400   49.414577   30.779812   40.805767
    35    1     2.400    5.840747   19.892977   39.944885
    36    1     2.400   10.674927    1.125768   17.403042
    37    1     2.400    0.635728   51.387981   33.799519
    38    1     2.400    3.695167    0.556262    5.973191
    39    1     2.400   24.700666   17.893084   34.263069
    40    1     2.400   32.554554   17.614952   48.580185
    41    1     2.400   24.276848   11.270921    7.191669
    42    1     2.400   48.977516    6.105634    5.231508
    43    1     2.400   39.997864   34.461735   41.057407
    44    1     2.400   31.389051   20.714125   35.984833
    45    1     2.400   21.469051   50.540344   13.840321
    46    1     2.400   38.845604    9.363738    7.747931
    47    1     2.400   50.341679   36.170254   26.700560
    48    1     2.400   18.687742    2.556155    1.629052
    49    1     2.400    3.893831   13.747610    0.264886
    50    1     2.400   38.872097   37.481441   50.805233
    51    1     2.400   30.938745   13.191348   12.595353
    52    1     2.400   19.866489   15.906435   24.554979
    53    1     2.400    2.331001   23.932495   26.885983
    54    1     2.400   52.434284   14.489292    9.509426
    55    1     2.400    7.244646   46.262428   51.109852
    56    1     2.400   17.588465   12.926462   23.270279
    57    1     2.400   50.553589   13.774098   28.740185
    58    1     2.400   44.341999    4.158718   40.819012
    59    1     2.400   37.560909   49.004005   21.522030
    60    1     2.400   46.871670    5.324219   51.096607
    61    1     2.400   18.674500    5.840747   48.739117
    62    1     2.400   43.838718    0.953591   49.335110
    63    1     2.400    3.907076   43.706272   35.110706
    64    1     2.400   15.164753   50.116528   30.223549
    65    1     2.400    5.205019   37.044380   41.454739
    66    1     2.400   52.354816   31.773138   50.447636
    67    1     2.400   52.805126   23.733831    7.588998
    68    1     2.400    2.119092   12.303978   49.162933
    69    1     2.400   14.224404   23.945740   41.428249
    70    1     2.400    5.549372   28.554766    0.397330
    71    1     2.400   50.103283   50.301945   19.826756
    72    1     2.400    6.555941   31.415541   34.991508
    73    1     2.400   41.891800   39.799198   11.469586
    74    1     2.400   11.866916   17.045446   25.958878
    75    1     2.400   29.733511   17.429533   12.383445
    76    1     2.400   35.349106    0.476796   37.375484
    77    1     2.400    7.469799   31.640694   48.103390
    78    1     2.400   35.998077   43.957916   34.554447
    79    1     2.400   40.461414   52.421040   35.839146
    80    1     2.400   48.129875   24.581467   41.626915
    81    1     2.400   42.765926   33.826008   47.573616
    82    1     2.400   14.211162   28.568008    2.595888
    83    1     2.400   22.872950    0.211909   27.084644
    84    1     2.400    7.668465   37.892014   12.913217
    85    1     2.400   42.448063    9.959733   36.024563
    86    1     2.400   19.628090   21.601494   35.998077
    87    1     2.400    6.238077   50.884697   22.104778
    88    1     2.400    7.443311   31.799623    6.767850
    89    1     2.400   21.270386    0.715194   44.898262
    90    1     2.400   29.283205   24.369558   33.203526
    91    1     2.400   44.169827   39.560802   50.156261
    92    1     2.400   39.097248   48.275566   34.064404
    93    1     2.400    2.225047   10.171641   30.859278
    94    1     2.400   35.097462    9.549158   49.745686
    95    1     2.400   51.732334   39.785954   30.501682
    96    1     2.400    3.628945   37.653618   10.476261
    97    1     2.400   45.255859   23.415968   26.568115
    98    1     2.400   19.919466   22.780239   45.242615
    99    1     2.400   18.886408   10.926568   28.965338
   100    1     2.400   36.911934   49.560265    0.543017
   101    1     2.400   52.089931   18.542055   19.230761
   102    1     2.400   17.191135    1.284700   50.580078
   103    1     2.400   19.191029   18.648010   35.057728
   104    1     2.400    1.178745   25.362883    1.125768
   105    1     2.400   19.204271   19.323471   13.760854
   106    1     2.400   45.216129   34.501465   44.620132
   107    1     2.400   48.792095    3.509746   13.535701
   108    1     2.400   32.792950   20.793591   43.851959
   109    1     2.400   32.898907    8.039306   22.515352
   110    1     2.400    8.953164   39.004539   21.243898
   111    1     2.400   27.786594   27.137621   10.966302
   112    1     2.400   32.157223   26.727049   26.965445
   113    1     2.400   30.965231   44.156578   13.138371
   114    1     2.400   38.117168   51.070118   34.527954
   115    1     2.400   29.164005    8.807476   18.104994
   116    1     2.400   46.116741   12.555621    4.979867
   117    1     2.400   12.211268   41.732872   24.528490
   118    1     2.400   46.275673   23.707342   28.740185
   119    1     2.400   41.309052   25.760212   16.131588
   120    1     2.400   42.845390   21.892870   49.255646
   121    1     2.400   44.885017   15.985900   40.633591
   122    1     2.400    4.370627   28.647476   28.687208
   123    1     2.400   45.560478   12.568865   14.648224
